,detail_page_url,address,company_name,company_website,contact_number,contact_person,fax,email,mobile_phone
78,http://www.5metal.com.hk/node/13379,九龍觀塘偉業街169號中懋工業大廈B座3樓2室,建安五金,http://5metal.com.hk/kinonmetalware,23448857,林小姐,27934747,kinonmetalware@gmail.com,97850311
79,http://www.5metal.com.hk/node/8507,九龍青山道552號地下A舖,永盛五金電器貨倉批發,,27851583,Kevin Hui,27448978,huikinfukhk@yahoo.com.hk,
80,http://www.5metal.com.hk/node/3568,香港九龍上海街359號地下,光輝鋼竹蒸籠厨具,https://facebook.com/kwongfai275/,"27809980 , 27826050",梁月珍,27826145,kwongfai275@gmail.com,
81,http://www.5metal.com.hk/node/3705,九龍旺角大南街 14-16 號地下,時茂企業有限公司,http://www.smooth.com.cn,23955297,Ronnie Cheng,27892083,enquiry@smooth.hk,69585738
82,http://www.5metal.com.hk/node/18680,九龍深水埗保安道65號美寧中心地下D8舖,超力五金,,22536009,,22536368,,
83,http://www.5metal.com.hk/node/5334,九龍觀塘鴻圖道42號華寶中心20樓8室,鷹輝鋼材有限公司,,21530331,Ally Chan,21530336,eaglebright@netvigator.com,
84,http://www.5metal.com.hk/node/14179,新界火炭坳背灣街41-43號安華工業大廈14樓E室,惠盈發展有限公司,http://www.waiying.com.hk,22070220,Simon Tong,22070200,info@waiying.com.hk,
85,http://www.5metal.com.hk/node/3732,九龍旺角新填地街 297 號全理大樓地下,宏業工業設備,http://wang-yip.net/,"26255688 , 26255689",馮先生,26255687,wangyiphk@yahoo.com.hk,
86,http://www.5metal.com.hk/node/8620,"Rm.2,12/F,FUK HONG IND.BLDG,60-62B TONG MI ROAD,MONGKOK,KOWLOON.",經緯發展貿易有限公司,http://kwlaser.net/,23949631,張小姐,27898576,kingwai239@yahoo.com.hk,
87,http://www.5metal.com.hk/node/5481,九龍新蒲崗五芳街26號榮盛工業大廈地下1J舖,志鵬五金有限公司,www.chipanghardware.com,28278028,Mr. Lo,28278098,kenneth@chipanghardware.com,
88,http://www.5metal.com.hk/node/3779,九龍旺角新填地街309號地下,泳杰泵行,,"26269333 , 26269666",譚先生,21914999,wingkipumps@biznetvigator.com,5511 6139
89,http://www.5metal.com.hk/node/7880,香港天后歌頓道利園大廈14號A地下,新永泰裝飾五金材料,,28878802,羅先生,,t28878802@gmail.com,66066375
90,http://www.5metal.com.hk/node/3532,九龍旺角廣東道943 號地下,立泰軸承有限公司,www.grandbearing.com.hk,23325685,Tinny,23743181,tinny@grandbearing.com.hk,
91,http://www.5metal.com.hk/node/16443,九龍旺角新填地街368號地下,三鑫國際(香港)有限公司,http://www.siainthk.com,21914888,彭小姐,21914141,"info@siainthk.com , sales@siainthk.com",98198797
92,http://www.5metal.com.hk/node/3504,九龍旺角新填地街 488 號地下 (近旺角道),三寶五金機械有限公司,Triple.com.hk,"23959408 , 21482339 , 23958171",,23915735,tphk.cs@gmail.com,
93,http://www.5metal.com.hk/node/3511,九龍油麻地上海街 278 號地下二樓 (地鐵站C出口),大德五金超級市場,,"23846552 , 23853181",,27108175,,
94,http://www.5metal.com.hk/node/13405,旺角新填地街595號 MOD595 2樓3號舖,Kraftool Hong Kong Limited,http://kraftool-instrument.ru,31840368,Sam,31840923,kraftoolhk.sales@gmail.com,
95,http://www.5metal.com.hk/node/3674,九龍旺角新填地街 492 號地下 (近旺角道),永佳五金機械有限公司,,"27899065 , 27899027",梁錦明,23911062,wingkai21@ymail.com,
96,http://www.5metal.com.hk/node/3667,九龍旺角新填地街 467 號地下,錦榮五金工具有限公司,,"23912282 , 23912238 , 23912382",吳小姐,23918078,kamwinghw@netvigator.com,
97,http://www.5metal.com.hk/node/3834,九龍旺角廣東道976號地下,Milwaukee Shops,www.milwaukeetool.com,23885712,,,,
98,http://www.5metal.com.hk/node/562,九龍旺角甘霖街12號地下,廣業機器廠,http://www.kwongyip.com,23230733 / 27711305,,21914243 / 23854177,kwongyipmetal@yahoo.com.hk,
99,http://www.5metal.com.hk/node/3785,九龍新填地街329-B 地下 (門向豉油街),緝記(兄弟)工具五金有限公司,,"23887758 , 23887946 , 23887956",,"23855303 , 26250206",chupkee@biznetvigator.com,
100,http://www.5metal.com.hk/node/6669,新界葵涌屏麗徑名賢樓F座地下,合豐五金行,http://hopfungmetal.weebly.com/,"24256607 , 24264815",劉小姐,24817721,hopfungmetal@gmail.com,
101,http://www.5metal.com.hk/node/8260,九龍深水埗鴨寮街145號地下 (深水埗地鐵站A2出口),建業五金機械有限公司,http://www.kinyipmetalware.com.hk/,"27486363 , 27486082",,22475684,support@kinyipmetalware.com.hk,
102,http://www.5metal.com.hk/node/15599,九龍大角咀埃華街33號安業工廠大廈9樓911室,鐤盛集團國際貿易有限公司,www.marvelgroup.com.hk,36148234,陳先生,34648390,david.chan@marvelgroup.com.hk,
103,http://www.5metal.com.hk/node/3835,九龍油麻地東安街40 號地下,安迪五金有限公司,www.andyhardware.com,27802832,"Sandy, Lau",27803325,"eandyhardware@biznetvigator.com , sing@andyhardware.com.hk",
104,http://www.5metal.com.hk/node/4079,九龍旺角廣東道919號地下,富昌五金(國際)有限公司,http://www.fc.iyp.hk,23327678,,27809194,fc1985@biznetvigator.com,
105,http://www.5metal.com.hk/node/17032,新界元朗西裕街18號好發洋樓地下1-4號舖,萬成五金電器(香港)有限公司,,24763173,李先生,24749529,ms1@netvigator.com,
106,http://www.5metal.com.hk/node/3721,九龍旺角新填地街388號地下,華卓五金有限公司,www.royalchinametal.com,26251388,,26251838,"info@royalchinametal.com , royalchinametal@hotmail.com",
107,http://www.5metal.com.hk/node/3516,九龍旺角廣東道967-969號地下,永興摩打泵行有限公司(廣東道967-969號),,"23320135 , 23848404 , 23880380",方思興,27800955,,
108,http://www.5metal.com.hk/node/13112,九龍深水埗福榮街15號地下,港城五金建材公司,http://www.5metal.com.hk/kwongshing,2763 0844,余小姐,26433381,info@kshw.com.hk,
109,http://www.5metal.com.hk/node/1,香港九龍油麻地新填地街226號地下 (油麻地港鐵站B2出口直行窩打老道口),李維記(寶源)五金工程,http://www.lwkpy.com.hk/,34223539,Ben Lee,34223790,leewaikee01@gmail.com,94228002
110,http://www.5metal.com.hk/node/3652,九龍旺角新填地街461B號地下,同利號,http://kwlaser.net/,23949778,張生,23949773,winwinco@hotmail.com,
111,http://www.5metal.com.hk/node/149,新界元朗大旗嶺737號 (大棠路加德士油站對面),萬昌五金建材有限公司,http://www.man-cheong.com.hk/,24783868,李先生,24747057,jacksonli@mcmhk.com,
112,http://www.5metal.com.hk/node/15998,新界火炭桂地街10號華麗工業中心10樓9室,津滙貿易公司,,,Sarah Chan,,jinhui11115@gmail.com,54482368
113,http://www.5metal.com.hk/node/3563,九龍旺角甘霖街 29 號地下,興發五金(香港)有限公司,http://www.5metal.com.hk/hingfatmetal,"23843218 , 23843216","吳永裕,何卓怡,麥浩倫",23885774,hingfatmetal@hotmail.com,
114,http://www.5metal.com.hk/node/13379,九龍觀塘偉業街169號中懋工業大廈B座3樓2室,建安五金,http://5metal.com.hk/kinonmetalware,23448857,林小姐,27934747,kinonmetalware@gmail.com,97850311
115,http://www.5metal.com.hk/node/8507,九龍青山道552號地下A舖,永盛五金電器貨倉批發,,27851583,Kevin Hui,27448978,huikinfukhk@yahoo.com.hk,
116,http://www.5metal.com.hk/node/3568,香港九龍上海街359號地下,光輝鋼竹蒸籠厨具,https://facebook.com/kwongfai275/,"27809980 , 27826050",梁月珍,27826145,kwongfai275@gmail.com,
117,http://www.5metal.com.hk/node/3705,九龍旺角大南街 14-16 號地下,時茂企業有限公司,http://www.smooth.com.cn,23955297,Ronnie Cheng,27892083,enquiry@smooth.hk,69585738
118,http://www.5metal.com.hk/node/18680,九龍深水埗保安道65號美寧中心地下D8舖,超力五金,,22536009,,22536368,,
119,http://www.5metal.com.hk/node/5334,九龍觀塘鴻圖道42號華寶中心20樓8室,鷹輝鋼材有限公司,,21530331,Ally Chan,21530336,eaglebright@netvigator.com,
120,http://www.5metal.com.hk/node/14179,新界火炭坳背灣街41-43號安華工業大廈14樓E室,惠盈發展有限公司,http://www.waiying.com.hk,22070220,Simon Tong,22070200,info@waiying.com.hk,
121,http://www.5metal.com.hk/node/3732,九龍旺角新填地街 297 號全理大樓地下,宏業工業設備,http://wang-yip.net/,"26255688 , 26255689",馮先生,26255687,wangyiphk@yahoo.com.hk,
122,http://www.5metal.com.hk/node/8620,"Rm.2,12/F,FUK HONG IND.BLDG,60-62B TONG MI ROAD,MONGKOK,KOWLOON.",經緯發展貿易有限公司,http://kwlaser.net/,23949631,張小姐,27898576,kingwai239@yahoo.com.hk,
123,http://www.5metal.com.hk/node/5481,九龍新蒲崗五芳街26號榮盛工業大廈地下1J舖,志鵬五金有限公司,www.chipanghardware.com,28278028,Mr. Lo,28278098,kenneth@chipanghardware.com,
124,http://www.5metal.com.hk/node/3779,九龍旺角新填地街309號地下,泳杰泵行,,"26269333 , 26269666",譚先生,21914999,wingkipumps@biznetvigator.com,5511 6139
125,http://www.5metal.com.hk/node/7880,香港天后歌頓道利園大廈14號A地下,新永泰裝飾五金材料,,28878802,羅先生,,t28878802@gmail.com,66066375
126,http://www.5metal.com.hk/node/3532,九龍旺角廣東道943 號地下,立泰軸承有限公司,www.grandbearing.com.hk,23325685,Tinny,23743181,tinny@grandbearing.com.hk,
127,http://www.5metal.com.hk/node/16443,九龍旺角新填地街368號地下,三鑫國際(香港)有限公司,http://www.siainthk.com,21914888,彭小姐,21914141,"info@siainthk.com , sales@siainthk.com",98198797
128,http://www.5metal.com.hk/node/3504,九龍旺角新填地街 488 號地下 (近旺角道),三寶五金機械有限公司,Triple.com.hk,"23959408 , 21482339 , 23958171",,23915735,tphk.cs@gmail.com,
129,http://www.5metal.com.hk/node/3511,九龍油麻地上海街 278 號地下二樓 (地鐵站C出口),大德五金超級市場,,"23846552 , 23853181",,27108175,,
130,http://www.5metal.com.hk/node/13405,旺角新填地街595號 MOD595 2樓3號舖,Kraftool Hong Kong Limited,http://kraftool-instrument.ru,31840368,Sam,31840923,kraftoolhk.sales@gmail.com,
131,http://www.5metal.com.hk/node/3674,九龍旺角新填地街 492 號地下 (近旺角道),永佳五金機械有限公司,,"27899065 , 27899027",梁錦明,23911062,wingkai21@ymail.com,
132,http://www.5metal.com.hk/node/3667,九龍旺角新填地街 467 號地下,錦榮五金工具有限公司,,"23912282 , 23912238 , 23912382",吳小姐,23918078,kamwinghw@netvigator.com,
133,http://www.5metal.com.hk/node/3834,九龍旺角廣東道976號地下,Milwaukee Shops,www.milwaukeetool.com,23885712,,,,
134,http://www.5metal.com.hk/node/562,九龍旺角甘霖街12號地下,廣業機器廠,http://www.kwongyip.com,23230733 / 27711305,,21914243 / 23854177,kwongyipmetal@yahoo.com.hk,
135,http://www.5metal.com.hk/node/3785,九龍新填地街329-B 地下 (門向豉油街),緝記(兄弟)工具五金有限公司,,"23887758 , 23887946 , 23887956",,"23855303 , 26250206",chupkee@biznetvigator.com,
136,http://www.5metal.com.hk/node/6669,新界葵涌屏麗徑名賢樓F座地下,合豐五金行,http://hopfungmetal.weebly.com/,"24256607 , 24264815",劉小姐,24817721,hopfungmetal@gmail.com,
137,http://www.5metal.com.hk/node/8260,九龍深水埗鴨寮街145號地下 (深水埗地鐵站A2出口),建業五金機械有限公司,http://www.kinyipmetalware.com.hk/,"27486363 , 27486082",,22475684,support@kinyipmetalware.com.hk,
138,http://www.5metal.com.hk/node/15599,九龍大角咀埃華街33號安業工廠大廈9樓911室,鐤盛集團國際貿易有限公司,www.marvelgroup.com.hk,36148234,陳先生,34648390,david.chan@marvelgroup.com.hk,
139,http://www.5metal.com.hk/node/3835,九龍油麻地東安街40 號地下,安迪五金有限公司,www.andyhardware.com,27802832,"Sandy, Lau",27803325,"eandyhardware@biznetvigator.com , sing@andyhardware.com.hk",
140,http://www.5metal.com.hk/node/4079,九龍旺角廣東道919號地下,富昌五金(國際)有限公司,http://www.fc.iyp.hk,23327678,,27809194,fc1985@biznetvigator.com,
141,http://www.5metal.com.hk/node/17032,新界元朗西裕街18號好發洋樓地下1-4號舖,萬成五金電器(香港)有限公司,,24763173,李先生,24749529,ms1@netvigator.com,
142,http://www.5metal.com.hk/node/3721,九龍旺角新填地街388號地下,華卓五金有限公司,www.royalchinametal.com,26251388,,26251838,"info@royalchinametal.com , royalchinametal@hotmail.com",
143,http://www.5metal.com.hk/node/3516,九龍旺角廣東道967-969號地下,永興摩打泵行有限公司(廣東道967-969號),,"23320135 , 23848404 , 23880380",方思興,27800955,,
144,http://www.5metal.com.hk/node/13112,九龍深水埗福榮街15號地下,港城五金建材公司,http://www.5metal.com.hk/kwongshing,2763 0844,余小姐,26433381,info@kshw.com.hk,
145,http://www.5metal.com.hk/node/1,香港九龍油麻地新填地街226號地下 (油麻地港鐵站B2出口直行窩打老道口),李維記(寶源)五金工程,http://www.lwkpy.com.hk/,34223539,Ben Lee,34223790,leewaikee01@gmail.com,94228002
